66_1002.jpg,-9.858428,3.1560411
66_1003.jpg,-9.390853,3.3514037
66_6042.jpg,1.9471751,-4.8532357
66_6044.jpg,6.680192,-9.720273
66_8054.jpg,13.21654,15.874765
66_8055.jpg,15.438229,16.805773
66_8056.jpg,9.24143,-7.6290636
69_12148.jpg,-6.797276,-2.5234237
69_12149.jpg,-7.4341984,0.07921103
72_3009.jpg,-7.8293056,0.2724647
88_10041.jpg,2.4593537,-7.5463457
88_10042.jpg,-9.289862,3.5602138
89_4019.jpg,3.8784487,-7.319862
92_2008.jpg,-1.2250816,1.4610455
92_2009.jpg,8.144439,-6.4881277
94_8043.jpg,-3.6358287,5.414785
94_8044.jpg,-0.9399368,4.8988233
94_8045.jpg,14.007732,-8.156765
95_1001.jpg,-6.2615743,0.5238955
95_1002.jpg,-5.7575026,0.33358967
95_1004.jpg,-2.2410371,-2.045631
95_1005.jpg,-4.3526616,0.55070627
